filename,corners,check_corners
A0044MK7_Flash0_A0044MK7fullhd_1632909223734_2.0.7.png,465.14 403.46 183.7 395.71 190.77 227.89 467.34 235.3,1
G00002EAU_Flash0_G00002EAUfullhd_1632395901186_2.0.7.png,466.14 403.7 187.92 403.26 187.65 236.7 465.21 235.22,1
A0044N0P_Flash0_A0044N0Pfullhd_1632895253858_2.0.7.png,449.91 391.15 181.86 380.99 188.21 220.31 454.59 227.58,1
G00002ECb_Flash0_G00002ECbfullhd_1632380906019_2.0.7.png,447.72 378.54 182.01 375.67 184.12 215.76 450.55 220.01,1
A0044MWE_Flash0_A0044MWEfullhd_1632811195750_2.0.7.png,466.67 383.25 192.32 393.31 186.68 226.58 461.24 217.83,1
G00002EAS_Flash0_G00002EASfullhd_1632725815978_2.0.7.png,1408.55 1085.97 504.33 1137.8 479.35 594.1 1370.86 549.08,1
A0044N2O_Flash0_A0044N2Ofullhd_1632909240359_2.0.7.png,570.16 499.6 246.87 497.85 242.11 305.0 567.75 302.48,1
G00002EDt_Flash0_G00002EDtfullhd_1632393001360_2.0.7.png,1187.61 1055.17 394.46 1056.22 398.16 581.79 1186.59 583.39,1
G00002EAY_Flash0_G00002EAYfullhd_1632379313341_2.0.7.png,461.91 400.91 181.47 389.44 187.24 222.27 465.6 229.18,1
A0044MM5_Flash0_A0044MM5fullhd_1632900582501_2.0.7.png,459.31 370.7 188.56 364.02 193.54 202.3 461.94 207.82,1
A0044MZF_Flash0_A0044MZFfullhd_1632980013064_2.0.7.png,599.58 517.02 222.82 522.05 219.77 294.16 598.61 290.52,1
A0044MY6_Flash0_A0044MY6fullhd_1632810385014_2.0.7.png,446.31 382.1 180.96 373.88 187.38 215.14 449.93 222.11,1
G00002EDy_Flash0_G00002EDyfullhd_1632380863420_2.0.7.png,1232.45 1015.11 654.5 1018.83 642.12 663.24 1216.95 641.12,1
A0044MKY_Flash0_A0044MKYfullhd_1633080850102_2.0.7.png,527.48 467.84 210.67 473.8 203.54 281.69 523.83 276.02,1
G00002EBI_Flash0_G00002EBIfullhd_1632380044214_2.0.7.png,465.28 403.38 194.04 392.24 191.19 226.65 463.48 228.24,1
A0044MIN_Flash0_A0044MINfullhd_1632999569170_2.0.7.png,588.35 500.56 235.85 502.02 234.45 289.55 586.7 287.91,1
G00002E9E_Flash0_G00002E9Efullhd_1632393907589_2.0.7.png,454.28 393.83 174.56 399.08 173.2 228.74 453.45 226.53,1
A0044N11_Flash0_A0044N11fullhd_1632914060965_2.0.7.png,439.82 371.88 167.22 365.57 171.65 202.28 441.71 208.04,1
A0044MXZ_Flash0_A0044MXZfullhd_1632894513352_2.0.7.png,591.57 490.96 226.44 491.1 227.13 271.42 596.93 273.54,1
G00002EEE_Flash0_G00002EEEfullhd_1632462098372_2.0.7.png,453.32 389.81 188.44 388.12 188.15 230.2 453.07 230.13,1
G00002EEn_Flash0_G00002EEnfullhd_1632389895893_2.0.7.png,469.12 399.19 185.62 395.34 185.25 225.94 466.66 222.69,1
G00002E8O_Flash0_G00002E8Ofullhd_1632742262779_2.0.7.png,1354.93 1119.27 543.51 1131.24 549.83 657.35 1339.54 636.9,1
A0044MIR_Flash0_A0044MIRfullhd_1633065527791_2.0.7.png,553.5 491.5 197.14 492.94 196.8 277.8 555.76 278.29,1
A0044MXU_Flash0_A0044MXUfullhd_1632894464861_2.0.7.png,557.11 489.81 242.96 489.35 242.84 300.91 556.95 300.75,1
A0044MGO_Flash0_A0044MGOfullhd_1632983247523_2.0.7.png,550.26 500.73 226.2 498.32 226.31 303.65 552.97 306.97,1
G00002EBq_Flash0_G00002EBqfullhd_1632395276641_2.0.7.png,461.44 397.3 184.83 395.62 187.55 228.1 461.88 231.89,1
A0044MHC_Flash0_A0044MHCfullhd_1632980365709_2.0.7.png,454.09 397.94 174.47 391.38 180.57 222.12 457.02 230.72,1
A0044ML6_Flash0_A0044ML6fullhd_1632915042256_2.0.7.png,601.37 515.87 221.81 512.42 217.15 285.66 600.8 285.46,1
A0044MJH_Flash0_A0044MJHfullhd_1632997849479_2.0.7.png,459.92 379.22 172.57 371.57 187.04 202.54 457.92 208.53,1
G00002ECY_Flash0_G00002ECYfullhd_1632464408834_2.0.7.png,451.58 380.25 197.4 376.17 197.9 224.08 453.97 225.91,1
G00002EAM_Flash0_G00002EAMfullhd_1632395946414_2.0.7.png,458.22 351.26 192.98 348.91 194.03 189.52 459.35 191.46,1
A0044MH7_Flash0_A0044MH7fullhd_1633066317294_2.0.7.png,579.75 467.5 247.36 469.34 243.84 270.48 579.51 268.41,1
A0044N21_Flash0_A0044N21fullhd_1632978402007_2.0.7.png,591.38 493.84 228.97 497.99 228.66 277.87 591.85 277.41,1
A0044MJE_Flash0_A0044MJEfullhd_1633067307105_2.0.7.png,594.19 506.64 226.48 497.24 224.83 275.03 591.74 273.9,1
A0044ML5_Flash0_A0044ML5fullhd_1632898251220_2.0.7.png,545.52 499.86 218.77 507.19 212.75 310.6 537.94 300.08,1
G00002EEx_Flash0_G00002EExfullhd_1632382642982_2.0.7.png,457.02 400.2 192.15 398.79 191.92 239.85 457.21 240.48,1
A0044MZL_Flash0_A0044MZLfullhd_1632814572976_2.0.7.png,425.88 382.1 180.64 383.25 178.36 235.69 426.05 234.83,1
A0044MI5_Flash0_A0044MI5fullhd_1632998546279_2.0.7.png,475.54 400.63 183.19 404.7 180.35 227.95 474.2 224.55,1
G00002EA7_Flash0_G00002EA7fullhd_1632469492993_2.0.7.png,459.3 415.78 179.36 409.02 181.7 240.16 459.43 239.66,1
G00002EBK_Flash0_G00002EBKfullhd_1632480130421_2.0.7.png,604.29 517.31 255.1 501.04 257.42 287.33 606.66 290.97,1
G00002E8s_Flash0_G00002E8sfullhd_1632477064960_2.0.7.png,446.81 398.97 186.76 391.65 191.16 233.27 447.83 232.32,1
G00002EEd_Flash0_G00002EEdfullhd_1632390262429_2.0.7.png,466.73 396.47 185.66 390.98 187.87 222.77 466.95 223.32,1
A0044N1L_Flash0_A0044N1Lfullhd_1632743061784_2.0.7.png,593.27 504.24 215.92 501.5 212.88 275.57 593.11 275.56,1
G00002EEB_Flash0_G00002EEBfullhd_1632723252918_2.0.7.png,1314.68 1089.14 547.32 1089.48 550.97 624.46 1315.04 630.09,1
A0044MJK_Flash0_A0044MJKfullhd_1633084189327_2.0.7.png,465.53 383.62 183.36 387.03 181.46 217.92 462.32 213.19,1
G00002EBx_Flash0_G00002EBxfullhd_1632466533899_2.0.7.png,457.06 392.11 183.91 384.74 186.13 220.19 458.02 221.62,1
A0044MHA_Flash0_A0044MHAfullhd_1633072158251_2.0.7.png,458.15 370.47 174.03 360.61 182.31 189.13 461.81 201.41,1
G00002E7Q_Flash0_G00002E7Qfullhd_1632478847354_2.0.7.png,447.52 360.52 197.06 353.42 203.38 204.71 451.01 208.07,1
A0044MLN_Flash0_A0044MLNfullhd_1633081560182_2.0.7.png,452.18 395.17 173.45 386.89 180.88 220.1 455.36 228.28,1
G00002E8G_Flash0_G00002E8Gfullhd_1632477939897_2.0.7.png,447.97 372.88 194.22 367.3 196.62 215.45 449.28 216.57,1
A0044MJ5_Flash0_A0044MJ5fullhd_1632982732550_2.0.7.png,437.51 374.65 199.7 373.3 202.56 230.78 437.38 232.53,1
A0044MY8_Flash0_A0044MY8fullhd_1632986460919_2.0.7.png,427.56 373.78 158.4 375.71 159.32 214.1 425.52 212.48,1
A0044N0Y_Flash0_A0044N0Yfullhd_1632828370130_2.0.7.png,568.55 474.88 242.44 471.61 241.8 275.4 569.39 276.73,1
A0044N1Y_Flash0_A0044N1Yfullhd_1632813258174_2.0.7.png,429.7 389.91 207.5 386.07 209.15 251.68 430.1 252.89,1
A0044N0P_Flash0_A0044N0Pfullhd_1632914294698_2.0.7.png,463.68 374.06 180.2 375.61 178.36 205.66 461.49 201.94,1
A0044N0F_Flash0_A0044N0Ffullhd_1632826910941_2.0.7.png,586.08 490.45 223.38 488.26 222.36 271.08 587.73 271.3,1
A0044N0N_Flash0_A0044N0Nfullhd_1632826816154_2.0.7.png,581.51 483.73 227.27 477.63 227.65 264.96 585.02 269.2,1
A0044MYT_Flash0_A0044MYTfullhd_1632980286916_2.0.7.png,602.6 489.48 243.23 488.71 243.62 271.36 604.21 272.27,1
A0044MLS_Flash0_A0044MLSfullhd_1632898636647_2.0.7.png,461.71 390.91 192.38 396.17 188.74 234.51 458.8 227.76,1
A0044MIP_Flash0_A0044MIPfullhd_1632982875825_2.0.7.png,459.84 385.55 173.61 385.62 175.59 212.67 459.1 214.2,1
G00002E92_Flash0_G00002E92fullhd_1632741535301_2.0.7.png,1287.37 1053.08 572.45 1065.83 568.98 638.32 1273.12 628.25,1
G00002ECJ_Flash0_G00002ECJfullhd_1632394748434_2.0.7.png,442.0 341.55 174.62 330.05 182.4 169.27 447.71 181.53,1
G00002EBW_Flash0_G00002EBWfullhd_1632467066636_2.0.7.png,443.02 391.68 157.98 374.96 163.47 202.29 449.81 212.39,1
A0044N0C_Flash0_A0044N0Cfullhd_1632808847056_2.0.7.png,434.08 377.94 189.78 376.6 193.49 230.96 433.84 228.86,1
A0044ML3_Flash0_A0044ML3fullhd_1632898977985_2.0.7.png,443.9 386.57 166.25 382.75 168.37 215.47 445.4 218.83,1
G00002E9y_Flash0_G00002E9yfullhd_1632396129468_2.0.7.png,459.26 382.88 190.19 382.73 191.01 219.45 458.12 221.22,1
A0044MNF_Flash0_A0044MNFfullhd_1632900169199_2.0.7.png,466.38 359.92 198.12 358.89 200.67 193.86 467.09 198.83,1
G00002E7Z_Flash0_G00002E7Zfullhd_1632391069332_2.0.7.png,1245.02 1081.54 542.36 1095.71 540.04 675.14 1228.97 665.6,1
A0044MXV_Flash0_A0044MXVfullhd_1632810415745_2.0.7.png,467.99 388.69 171.37 387.28 174.21 209.84 466.84 210.53,1
G00002ECj_Flash0_G00002ECjfullhd_1632464146774_2.0.7.png,463.88 411.33 190.32 410.67 189.03 247.31 461.01 244.32,1
A0044MMA_Flash0_A0044MMAfullhd_1632997486021_2.0.7.png,574.48 468.24 258.69 475.31 255.7 281.88 572.57 277.67,1
A0044MWJ_Flash0_A0044MWJfullhd_1632895904873_2.0.7.png,551.9 508.38 239.03 505.9 236.36 318.23 550.21 317.85,1
A0044N0U_Flash0_A0044N0Ufullhd_1632910048682_2.0.7.png,604.67 485.2 227.77 477.97 229.16 252.35 610.5 258.71,1
G00002E9c_Flash0_G00002E9cfullhd_1632393041096_2.0.7.png,475.63 388.28 189.31 389.1 187.74 217.88 472.8 213.31,1
A0044MJK_Flash0_A0044MJKfullhd_1632900148255_2.0.7.png,567.76 477.28 234.36 472.95 236.43 272.53 573.38 278.16,1
A0044ML6_Flash0_A0044ML6fullhd_1632898260698_2.0.7.png,559.1 476.65 238.23 476.07 236.1 284.22 557.96 282.57,1
G00002EBk_Flash0_G00002EBkfullhd_1632466627970_2.0.7.png,442.17 387.57 178.29 379.09 180.91 221.27 445.21 226.98,1
G00002E8Y_Flash0_G00002E8Yfullhd_1632727363440_2.0.7.png,1315.13 1044.47 591.27 1088.84 568.2 651.23 1285.32 613.13,1
A0044MXM_Flash0_A0044MXMfullhd_1632982099479_2.0.7.png,568.88 457.75 241.5 463.44 239.46 262.91 567.26 259.59,1
A0044MNA_Flash0_A0044MNAfullhd_1632900256577_2.0.7.png,452.66 387.96 168.53 380.94 173.94 210.38 455.5 217.99,1
A0044MMW_Flash0_A0044MMWfullhd_1632900472733_2.0.7.png,465.11 390.57 189.69 387.12 192.95 221.75 467.07 225.34,1
G00002EDm_Flash0_G00002EDmfullhd_1632383787041_2.0.7.png,472.65 386.35 205.7 384.47 206.42 224.58 472.7 226.12,1
G00002E9j_Flash0_G00002E9jfullhd_1632462412385_2.0.7.png,591.11 485.51 258.34 483.92 253.91 281.29 584.36 275.15,1
A0044MH6_Flash0_A0044MH6fullhd_1633066307058_2.0.7.png,562.67 485.04 234.61 484.57 233.94 287.82 566.3 289.33,1
G00002E7q_Flash0_G00002E7qfullhd_1632382975991_2.0.7.png,468.85 385.7 197.57 377.32 199.29 212.89 469.42 211.7,1
A0044N2G_Flash0_A0044N2Gfullhd_1632894320810_2.0.7.png,446.01 377.84 189.32 374.82 190.06 219.92 447.47 222.15,1
G00002EC5_Flash0_G00002EC5fullhd_1632392871052_2.0.7.png,458.93 412.94 173.7 410.54 177.48 236.51 460.85 242.22,1
G00002ECw_Flash0_G00002ECwfullhd_1632737859086_2.0.6.png,616.88 482.82 270.58 481.61 267.03 272.26 620.54 273.04,1
A0044MZS_Flash0_A0044MZSfullhd_1632979806075_2.0.7.png,628.41 500.96 241.31 496.61 243.57 263.75 633.75 268.17,1
A0044MHL_Flash0_A0044MHLfullhd_1632983530130_2.0.7.png,439.72 355.5 195.37 351.89 199.23 205.54 441.56 209.36,1
A0044MNN_Flash0_A0044MNNfullhd_1632898037998_2.0.7.png,455.54 390.42 170.78 389.93 172.98 217.58 455.0 220.18,1
A0044MMA_Flash0_A0044MMAfullhd_1632911995693_2.0.7.png,455.76 386.91 182.46 384.43 183.01 219.75 457.06 219.67,1
G00002ECf_Flash0_G00002ECffullhd_1632478604541_2.0.7.png,543.0 494.33 228.78 482.54 228.93 286.54 542.24 285.4,1
G00002E84_Flash0_G00002E84fullhd_1632395594279_2.0.7.png,1207.79 1028.22 574.21 1041.51 565.85 660.14 1196.77 643.81,1
A0044ML1_Flash0_A0044ML1fullhd_1632898345399_2.0.7.png,543.64 475.5 250.92 480.35 247.7 304.26 539.79 298.47,1
G00002E9i_Flash0_G00002E9ifullhd_1632726204716_2.0.7.png,1363.87 1289.77 621.37 1235.86 724.56 860.04 1357.75 876.86,1
A0044MZV_Flash0_A0044MZVfullhd_1632814529783_2.0.7.png,469.14 373.42 218.51 381.78 213.69 230.47 462.3 218.57,1
G00002EEc_Flash0_G00002EEcfullhd_1632382986555_2.0.7.png,464.51 404.07 189.54 402.25 190.39 237.0 464.28 237.86,1
G00002EEw_Flash0_G00002EEwfullhd_1632461343766_2.0.7.png,455.62 378.43 183.96 377.52 185.03 214.7 455.6 215.31,1
G00002EAJ_Flash0_G00002EAJfullhd_1632740673106_2.0.7.png,1365.66 1054.65 576.18 1089.59 562.06 623.24 1335.97 580.73,1
A0044MZQ_Flash0_A0044MZQfullhd_1632814615185_2.0.7.png,455.91 380.54 196.14 380.08 196.16 223.5 454.65 221.32,1
A0044MYX_Flash0_A0044MYXfullhd_1632980337863_2.0.7.png,560.49 477.54 217.87 481.55 215.58 274.72 561.54 272.6,1
A0044N2K_Flash0_A0044N2Kfullhd_1632914557471_2.0.7.png,445.71 393.53 180.75 389.44 183.57 230.31 446.53 233.43,1
A0044MWK_Flash0_A0044MWKfullhd_1632987793900_2.0.7.png,460.84 373.38 194.93 370.02 191.78 212.39 464.57 213.66,1
A0044MLP_Flash0_A0044MLPfullhd_1633081580350_2.0.7.png,449.82 398.77 179.7 391.54 186.83 229.76 452.37 237.21,1
A0044MZ9_Flash0_A0044MZ9fullhd_1633068899297_2.0.7.png,462.45 365.51 194.39 363.4 197.33 203.09 461.79 205.04,1
A0044MI6_Flash0_A0044MI6fullhd_1633071938558_2.0.7.png,455.28 386.83 186.0 380.07 192.21 218.0 458.82 224.37,1
G00002E8H_Flash0_G00002E8Hfullhd_1632742333256_2.0.7.png,1286.22 1042.99 544.64 1051.78 542.74 608.01 1275.99 597.79,1
G00002EDo_Flash0_G00002EDofullhd_1632393071014_2.0.7.png,1334.36 1131.19 510.46 1106.44 530.86 610.14 1344.85 636.79,1
A0044MHM_Flash0_A0044MHMfullhd_1632998795761_2.0.7.png,466.52 382.88 190.26 386.41 177.27 220.96 467.37 215.32,1
A0044MWO_Flash0_A0044MWOfullhd_1632827640397_2.0.7.png,582.95 447.87 279.99 443.3 275.62 262.92 583.16 263.69,1
A0044MLK_Flash0_A0044MLKfullhd_1632914913047_2.0.7.png,612.73 506.43 231.72 499.24 233.32 270.09 618.36 276.86,1
A0044MGR_Flash0_A0044MGRfullhd_1633072351293_2.0.7.png,446.73 383.44 178.3 381.5 182.47 215.49 449.96 221.33,1
A0044MZX_Flash0_A0044MZXfullhd_1632814549625_2.0.7.png,436.75 365.46 180.02 373.2 175.97 219.88 430.84 209.13,1
G00002E7y_Flash0_G00002E7yfullhd_1632382901347_2.0.7.png,474.9 396.27 185.29 377.03 189.16 200.62 479.37 205.75,1
A0044ML9_Flash0_A0044ML9fullhd_1632997931779_2.0.7.png,596.48 471.55 249.4 467.33 248.74 257.84 598.19 259.71,1
G00002EA7_Flash0_G00002EA7fullhd_1632462046892_2.0.7.png,565.04 492.36 256.44 494.58 252.04 306.64 557.6 297.05,1
A0044MJT_Flash0_A0044MJTfullhd_1632910396340_2.0.7.png,459.22 393.02 169.55 382.6 176.13 208.94 464.37 218.09,1
G00002E7q_Flash0_G00002E7qfullhd_1632395698543_2.0.7.png,1204.0 1040.36 482.11 1048.13 478.99 611.12 1198.06 606.73,1
A0044MJV_Flash0_A0044MJVfullhd_1633083845165_2.0.7.png,466.92 383.05 182.83 383.83 183.97 213.15 463.5 210.91,1
G00002EDI_Flash0_G00002EDIfullhd_1632393973470_2.0.7.png,448.23 396.93 182.47 391.31 186.25 231.48 450.72 236.85,1
A0044MI5_Flash0_A0044MI5fullhd_1633083501758_2.0.7.png,455.22 397.67 172.58 399.65 170.95 228.93 454.13 226.13,1
A0044N12_Flash0_A0044N12fullhd_1632808524686_2.0.7.png,452.87 369.28 178.86 367.8 181.07 200.76 454.37 205.04,1
A0044MKH_Flash0_A0044MKHfullhd_1632910228530_2.0.7.png,463.17 395.37 168.63 389.19 171.85 212.05 466.45 216.55,1
G00002EDE_Flash0_G00002EDEfullhd_1632393918614_2.0.7.png,457.45 374.47 189.79 372.88 192.39 211.12 455.75 214.52,1
A0044MWF_Flash0_A0044MWFfullhd_1632897863634_2.0.7.png,446.84 389.85 175.16 386.32 178.14 223.03 448.11 225.77,1
A0044N2H_Flash0_A0044N2Hfullhd_1632742812051_2.0.7.png,601.82 496.45 218.41 493.55 219.42 264.0 604.69 266.32,1
A0044MN9_Flash0_A0044MN9fullhd_1632911650691_2.0.7.png,446.78 383.75 173.13 376.42 178.22 211.7 450.66 218.19,1
G00002E9U_Flash0_G00002E9Ufullhd_1632395739021_2.0.7.png,457.07 386.53 207.69 376.85 212.17 226.28 460.25 231.54,1
G00002ED4_Flash0_G00002ED4fullhd_1632737764757_2.0.6.png,578.03 482.82 259.24 493.72 253.52 302.01 571.09 290.68,1
G00002EAe_Flash0_G00002EAefullhd_1632725627013_2.0.7.png,1295.83 1081.84 559.72 1088.37 560.51 638.95 1286.49 641.78,1
A0044N1U_Flash0_A0044N1Ufullhd_1632978475407_2.0.7.png,572.67 476.58 236.94 472.1 238.72 269.99 575.7 274.4,1
A0044N1T_Flash0_A0044N1Tfullhd_1632894607152_2.0.7.png,443.15 402.36 173.08 395.74 175.91 233.25 444.42 235.25,1
G00002EDJ_Flash0_G00002EDJfullhd_1632737543854_2.0.6.png,641.63 469.95 294.23 462.85 295.82 256.55 647.57 264.3,1
G00002ED1_Flash0_G00002ED1fullhd_1632478355127_2.0.7.png,594.01 470.94 235.19 458.58 239.96 242.75 595.88 243.31,1
A0044MNJ_Flash0_A0044MNJfullhd_1633070744280_2.0.7.png,463.83 391.07 170.19 393.56 170.51 216.15 462.24 215.49,1
G00002ECM_Flash0_G00002ECMfullhd_1632464712784_2.0.7.png,460.99 387.29 186.98 381.09 188.95 216.35 461.66 216.82,1
A0044MM9_Flash0_A0044MM9fullhd_1632895337549_2.0.7.png,591.32 501.58 235.56 496.88 237.26 283.63 591.95 285.45,1
A0044MZC_Flash0_A0044MZCfullhd_1632895838201_2.0.7.png,462.66 390.23 167.79 382.05 175.16 205.0 466.08 214.18,1
A0044MKS_Flash0_A0044MKSfullhd_1632915175508_2.0.7.png,587.68 494.28 221.95 488.68 223.8 268.23 588.79 271.99,1
A0044N10_Flash0_A0044N10fullhd_1632979080456_2.0.7.png,582.38 473.3 221.66 473.7 221.01 256.48 584.51 257.81,1
A0044MLF_Flash0_A0044MLFfullhd_1632914992112_2.0.7.png,567.73 467.24 249.75 466.58 251.2 274.55 571.13 276.88,1
A0044MWC_Flash0_A0044MWCfullhd_1632987926346_2.0.7.png,447.86 381.36 179.56 381.1 179.28 219.53 447.47 218.66,1
A0044MK2_Flash0_A0044MK2fullhd_1632998710641_2.0.7.png,589.22 494.73 223.64 491.4 226.14 270.04 594.42 274.82,1
A0044MZN_Flash0_A0044MZNfullhd_1632814589234_2.0.7.png,457.41 348.84 186.07 348.97 187.32 186.33 455.68 185.21,1
G00002E8O_Flash0_G00002E8Ofullhd_1632727412415_2.0.7.png,1270.53 1071.42 556.2 1089.0 550.43 656.93 1260.14 645.27,1
A0044MIM_Flash0_A0044MIMfullhd_1632982844877_2.0.7.png,468.58 393.21 180.6 390.94 183.91 217.31 468.85 219.59,1
A0044MYJ_Flash0_A0044MYJfullhd_1632810247551_2.0.7.png,458.71 387.38 185.37 379.35 191.99 214.82 462.36 223.18,1
A0044MWW_Flash0_A0044MWWfullhd_1633070156985_2.0.7.png,447.76 374.4 186.58 370.92 188.84 214.26 448.55 216.36,1
G00002EEG_Flash0_G00002EEGfullhd_1632392768891_2.0.7.png,1317.42 1105.78 453.83 1098.32 461.07 578.97 1319.56 589.73,1
G00002E8l_Flash0_G00002E8lfullhd_1632741881528_2.0.7.png,1307.39 1132.92 674.18 1160.57 665.39 786.34 1284.47 752.87,1
G00002ECJ_Flash0_G00002ECJfullhd_1632392736925_2.0.7.png,428.01 364.65 161.05 357.36 164.27 198.18 433.41 205.64,1
A0044N09_Flash0_A0044N09fullhd_1632914429642_2.0.7.png,463.57 379.3 186.94 374.31 189.71 207.65 466.11 211.53,1
G00002E9r_Flash0_G00002E9rfullhd_1632396175938_2.0.7.png,440.47 400.41 188.87 395.73 192.8 244.6 444.43 250.66,1
A0044MWR_Flash0_A0044MWRfullhd_1632823040710_2.0.7.png,471.75 388.47 178.43 385.58 173.9 210.08 470.83 208.83,1
A0044MII_Flash0_A0044MIIfullhd_1632998381142_2.0.7.png,461.5 386.17 169.48 378.32 173.51 202.06 466.6 210.0,1
A0044MYU_Flash0_A0044MYUfullhd_1633069034153_2.0.7.png,457.54 388.68 177.74 385.73 182.25 217.73 459.01 220.96,1
A0044MWT_Flash0_A0044MWTfullhd_1632827738314_2.0.7.png,560.05 459.88 256.64 452.9 254.8 271.24 562.35 274.55,1
A0044N06_Flash0_A0044N06fullhd_1632827164354_2.0.7.png,590.93 508.6 211.08 509.69 208.49 282.27 590.27 279.67,1
G00002ECD_Flash0_G00002ECDfullhd_1632478949913_2.0.7.png,587.25 499.73 237.17 488.19 237.22 275.64 588.13 276.93,1
A0044MKH_Flash0_A0044MKHfullhd_1633066792481_2.0.7.png,580.23 482.23 241.06 481.9 231.73 277.53 577.81 274.28,1
A0044MNB_Flash0_A0044MNBfullhd_1632898207451_2.0.7.png,447.53 394.89 182.89 392.3 185.85 233.66 447.62 235.46,1
A0044MN1_Flash0_A0044MN1fullhd_1632898250023_2.0.7.png,455.13 388.23 167.91 377.11 175.88 204.69 460.82 215.48,1
G00002EA0_Flash0_G00002EA0fullhd_1632392795111_2.0.7.png,451.18 412.28 164.62 413.96 166.58 241.21 448.97 240.38,1
G00002E9M_Flash0_G00002E9Mfullhd_1632741441713_2.0.7.png,1389.35 989.05 571.21 1037.26 570.13 571.23 1357.67 512.3,1
G00002E9c_Flash0_G00002E9cfullhd_1632475771661_2.0.7.png,463.64 399.11 190.43 391.25 192.99 227.2 464.56 229.37,1
G00002EAC_Flash0_G00002EACfullhd_1632469208087_2.0.7.png,431.01 374.24 170.91 367.26 176.05 209.55 433.57 210.34,1
G00002E88_Flash0_G00002E88fullhd_1632395407082_2.0.7.png,1265.51 1081.48 587.05 1089.45 579.05 681.57 1257.86 668.58,1
A0044MIH_Flash0_A0044MIHfullhd_1632999660554_2.0.7.png,577.21 494.34 237.69 487.55 239.56 282.84 580.57 288.05,1
G00002EEs_Flash0_G00002EEsfullhd_1632461644009_2.0.7.png,458.15 394.41 184.6 393.38 184.83 229.0 457.25 228.62,1
G00002E7o_Flash0_G00002E7ofullhd_1632727893343_2.0.7.png,1291.15 1035.05 557.21 1050.35 553.16 601.05 1286.0 594.74,1
G00002EE4_Flash0_G00002EE4fullhd_1632462300458_2.0.7.png,466.78 392.8 190.56 389.0 191.89 223.43 467.46 226.06,1
A0044MJW_Flash0_A0044MJWfullhd_1633083854112_2.0.7.png,471.38 377.22 182.96 373.76 185.6 200.39 470.76 202.63,1
A0044MLF_Flash0_A0044MLFfullhd_1632898790898_2.0.7.png,458.0 391.04 170.81 386.25 172.8 214.15 458.76 215.1,1
A0044MJL_Flash0_A0044MJLfullhd_1632997165776_2.0.7.png,438.97 371.55 178.28 367.35 181.57 210.23 440.41 214.74,1
A0044N21_Flash0_A0044N21fullhd_1632984551143_2.0.7.png,452.58 379.34 188.03 377.9 190.85 218.32 452.36 221.23,1
G00002EEY_Flash0_G00002EEYfullhd_1632383093227_2.0.7.png,468.85 378.56 217.64 380.87 214.84 229.44 469.97 227.08,1
G00002EEK_Flash0_G00002EEKfullhd_1632723198904_2.0.7.png,1360.35 1152.01 479.92 1170.35 476.71 626.74 1348.79 623.68,1
A0044N2F_Flash0_A0044N2Ffullhd_1632978252730_2.0.7.png,630.62 487.15 242.04 488.25 242.39 250.8 632.55 254.84,1
G00002E9J_Flash0_G00002E9Jfullhd_1632476247088_2.0.7.png,455.0 397.51 178.52 386.69 180.45 219.29 456.54 222.11,1
G00002EE2_Flash0_G00002EE2fullhd_1632462278962_2.0.7.png,457.5 393.42 183.35 391.35 184.73 226.9 457.66 228.44,1
A0044MLW_Flash0_A0044MLWfullhd_1632997689109_2.0.7.png,603.18 462.97 230.82 461.06 228.8 237.33 604.96 236.49,1
G00002ECu_Flash0_G00002ECufullhd_1632737812421_2.0.6.png,575.73 522.62 244.09 515.37 250.2 316.48 577.87 322.98,1
G00002EEH_Flash0_G00002EEHfullhd_1632383366970_2.0.7.png,452.31 382.59 187.45 376.16 189.85 217.0 454.57 221.17,1
A0044MZX_Flash0_A0044MZXfullhd_1632910512905_2.0.7.png,594.66 490.63 242.52 489.95 242.6 278.18 594.7 278.33,1
G00002EEw_Flash0_G00002EEwfullhd_1632392366108_2.0.7.png,1212.81 1098.59 412.6 1101.99 415.59 614.67 1214.42 620.34,1
A0044MHY_Flash0_A0044MHYfullhd_1632982902466_2.0.7.png,596.43 495.88 252.18 495.83 250.17 289.4 597.58 289.3,1
A0044N2E_Flash0_A0044N2Efullhd_1632894299485_2.0.7.png,459.01 369.39 210.79 366.35 213.14 218.24 459.66 219.94,1
A0044MLR_Flash0_A0044MLRfullhd_1633084283493_2.0.7.png,450.57 381.79 186.94 374.55 192.28 216.07 454.52 222.04,1
A0044N0C_Flash0_A0044N0Cfullhd_1632979457696_2.0.7.png,568.76 476.53 224.71 484.78 222.27 275.32 566.98 270.94,1
A0044MZS_Flash0_A0044MZSfullhd_1632827749937_2.0.7.png,607.94 490.88 243.63 487.92 242.93 269.61 609.44 270.72,1
G00002ED2_Flash0_G00002ED2fullhd_1632394272227_2.0.7.png,435.19 342.02 156.34 337.09 160.82 170.6 435.53 177.93,1
A0044MHI_Flash0_A0044MHIfullhd_1632981510407_2.0.7.png,433.38 383.63 188.02 374.32 193.68 227.0 438.37 235.12,1
G00002EBP_Flash0_G00002EBPfullhd_1632480022982_2.0.7.png,579.4 508.83 265.02 495.59 266.31 299.84 575.82 299.73,1
G00002EAa_Flash0_G00002EAafullhd_1632461629201_2.0.7.png,569.42 490.95 238.0 491.93 235.63 292.61 566.4 288.2,1
